Transaction Id,Invoice Date,Customer Id,Product Id,Quantity,List Price,Discount,Cost,Currency,LastUpdateDate,Invoice Price,Product Group,Customer Group,Rebate
IL000031147,2022-07-28,CD-00092,MB-0003,165,14.02,2.10429422125,5.33,EUR,2022-07-29T08:58:54,1966.09145349375,Beef,APPO AG,98.30457267468600458242865351973165
IL000016697,2022-05-22,CD-00092,MB-0002,94,12.22,1.834128059,5.25,EUR,2022-07-29T08:58:54,976.271962454,Beef,APPO AG,97.62719624540147957707982998988100
IL000010911,2022-05-20,CD-00137,MB-0001,170,8.14,2.67229164,4.81,EUR,2022-07-29T08:58:54,929.51042120,Beef,APPO AG,92.95104212000157898013307749346750
IL000035895,2022-12-25,CD-00092,MB-0053,387,5.52117,0.828685173,4.66,EUR,2022-07-29T08:58:54,1815.991628049,Beef,APPO AG,90.79958140244795285740113481367865
IL000034482,2022-07-23,CD-00092,MB-0003,76,14.02,2.10429422125,5.33,EUR,2022-07-29T08:58:54,905.59363918500,Beef,APPO AG,90.55936391850169312894275972524155
IL000033037,2022-06-04,CD-00112,MB-0001,151,8.14,2.42330776187502,4.81,EUR,2022-07-29T08:58:54,863.22052795687198,Beef,APPO AG,86.32205279568819069117879746165070
IL000011580,2022-03-29,CD-00046,MB-0001,138,8.14,1.951234821,4.81,EUR,2022-07-29T08:58:54,854.049594702,Beef,APPO AG,85.40495947020091602704478483751415
IL000009554,2022-07-08,CD-00021,MB-0002,87,12.22,2.603913975,5.25,EUR,2022-07-29T08:58:54,836.599484175,Beef,APPO AG,83.65994841750207167049524246484635
IL000030069,2022-05-28,CD-00112,MB-0001,144,8.14,2.42330776187502,4.81,EUR,2022-07-29T08:58:54,823.20368228999712,Beef,APPO AG,82.32036822899745537586088095383680
IL000015749,2022-03-21,CD-00137,MB-0030,284,4.26,1.36505523,2.92,EUR,2022-07-29T08:58:54,822.16431468,Beef,APPO AG,82.21643146800215278678019888182585
IL000032043,2022-03-03,CD-00137,MB-0049,380,3.20602,1.05250865396463,2.51,EUR,2022-07-29T08:58:54,818.33431149344060,Beef,APPO AG,81.83343114934055823317620228317880
IL000043441,2022-08-03,CD-00137,MB-0053,429,5.52117,1.812552387,4.66,EUR,2022-07-29T08:58:54,1590.996955977,Beef,APPO AG,79.54984779884854181380540481112105
IL000014047,2022-04-08,CD-00021,MB-0002,82,12.22,2.603913975,5.25,EUR,2022-07-29T08:58:54,788.519054050,Beef,APPO AG,78.85190540500173795198122553024850
IL000009529,2022-02-07,CD-00046,MB-0051,297,3.39893,0.7950980992,2.62,EUR,2022-07-29T08:58:54,773.3380745376,Beef,APPO AG,77.33380745376277675579778697302460
IL000033782,2022-06-18,CD-00092,MB-0049,281,3.20602,0.48119895572125,2.51,EUR,2022-07-29T08:58:54,765.67471344232875,Beef,APPO AG,76.56747134423321436799812226457750
IL000009867,2022-06-11,CD-00137,MB-0028,324,3.45,1.105502475,2.56,EUR,2022-07-29T08:58:54,759.617198100,Beef,APPO AG,75.96171980999695684288559483280130
IL000013570,2022-04-29,CD-00026,MB-0028,300,3.45,0.9189558,2.56,EUR,2022-07-29T08:58:54,759.3132600,Beef,APPO AG,75.93132600000002094558119945470135
IL000015580,2022-02-19,CD-00046,MB-0053,180,5.52117,1.323476555,4.66,EUR,2022-07-29T08:58:54,755.584820100,Beef,APPO AG,75.55848200999729802287091268143185
IL000031863,2022-04-05,CD-00112,MB-0051,310,3.39893,0.987460542530006,2.62,EUR,2022-07-29T08:58:54,747.555531815698140,Beef,APPO AG,74.75555318156808999225244238690195
IL000013554,2022-04-24,CD-00137,MB-0048,301,3.63298,1.192675931,2.6,EUR,2022-07-29T08:58:54,734.531524769,Beef,APPO AG,73.45315247689992725841342460247425
IL000030433,2022-04-14,CD-00092,MB-0030,202,4.26,0.625019745,2.92,EUR,2022-07-29T08:58:54,734.266011510,Beef,APPO AG,73.42660115100037039521828712228420
IL000011069,2022-01-12,CD-00001,MB-0059,288,6.53375,1.463742945,4.61,EUR,2022-07-29T08:58:54,1460.162031840,Beef,APPO AG,73.00810159200045277184380119097350
IL000013654,2022-04-30,CD-00026,MB-0029,285,3.46437,0.9227834507,2.82,EUR,2022-07-29T08:58:54,724.3521665505,Beef,APPO AG,72.43521665505137784162241165261715
IL000010475,2022-06-14,CD-00092,MB-0053,154,5.52117,0.828685173,4.66,EUR,2022-07-29T08:58:54,722.642663358,Beef,APPO AG,72.26426633579951853344404305998025
IL000010307,2022-05-06,CD-00112,MB-0041,195,5.15424,1.534436093,3.64,EUR,2022-07-29T08:58:54,705.861761865,Beef,APPO AG,70.58617618650036808047799552025385
IL000017160,2022-06-28,CD-00026,MB-0041,186,5.15424,1.406755743,3.64,EUR,2022-07-29T08:58:54,697.032071802,Beef,APPO AG,69.70320718019659099776009041935540
IL000013592,2022-03-21,CD-00092,MB-0049,255,3.20602,0.4811989557,2.51,EUR,2022-07-29T08:58:54,694.8293662965,Beef,APPO AG,69.48293662964916134756836690798150
IL000035176,2022-08-27,CD-00092,MB-0049,500,3.20602,0.4811989557,2.51,EUR,2022-07-29T08:58:54,1362.4105221500,Beef,APPO AG,68.12052610750076089038952942738740
IL000009198,2022-06-22,CD-00001,MB-0041,171,5.15424,1.182422601,3.64,EUR,2022-07-29T08:58:54,679.180775229,Beef,APPO AG,67.91807752290265546014004217754105
IL000031125,2022-02-12,CD-00092,MB-0041,155,5.15424,0.77361180078,3.64,EUR,2022-07-29T08:58:54,678.99737087910,Beef,APPO AG,67.89973708791077639428711397654890
IL000015206,2022-03-26,CD-00026,MB-0048,246,3.63298,0.9915555891,2.6,EUR,2022-07-29T08:58:54,649.7904050814,Beef,APPO AG,64.97904050814082084105368433099885
IL000041200,2022-09-21,CD-00112,MB-0053,334,5.52117,1.643672496,4.66,EUR,2022-07-29T08:58:54,1295.084166336,Beef,APPO AG,64.75420831680092744288104679542545
IL000014730,2022-04-10,CD-00001,MB-0029,234,3.46437,0.7761158824,2.82,EUR,2022-07-29T08:58:54,629.0514635184,Beef,APPO AG,62.90514635184091051594291842525865
IL000041756,2022-10-10,CD-00112,MB-0048,485,3.63298,1.081551429,2.6,EUR,2022-07-29T08:58:54,1237.442856935,Beef,APPO AG,61.87214284675138510780819779058095
IL000036721,2022-09-17,CD-00092,MB-0059,219,6.53375,0.9586203659,4.61,EUR,2022-07-29T08:58:54,1220.9533898679,Beef,APPO AG,61.04766949339405297111810031889915
IL000032012,2022-06-08,CD-00026,MB-0028,240,3.45,0.918955800000006,2.56,EUR,2022-07-29T08:58:54,607.450607999998560,Beef,APPO AG,60.74506080000053695762208544262670
IL000011695,2022-02-17,CD-00026,MB-0041,162,5.15424,1.406755743,3.64,EUR,2022-07-29T08:58:54,607.092449634,Beef,APPO AG,60.70924496340239228686246352557060
IL000010366,2022-03-28,CD-00137,MB-0030,208,4.26,1.36505523,2.92,EUR,2022-07-29T08:58:54,602.14851216,Beef,APPO AG,60.21485121599908925262273093390900
IL000010020,2022-03-07,CD-00092,MB-0059,107,6.53375,0.9586203659,4.61,EUR,2022-07-29T08:58:54,596.5388708487,Beef,APPO AG,59.65388708486641549844173391254665
IL000039122,2022-12-26,CD-00137,MB-0041,343,5.15424,1.69209244,3.64,EUR,2022-07-29T08:58:54,1187.51661308,Beef,APPO AG,59.37583065399890527706371720299570
IL000034727,2022-12-26,CD-00092,MB-0030,322,4.26,0.625019745,2.92,EUR,2022-07-29T08:58:54,1170.463642110,Beef,APPO AG,58.52318210549808030197067589055070
IL000034460,2022-02-28,CD-00001,MB-0049,228,3.20602,0.735485834655,2.51,EUR,2022-07-29T08:58:54,563.281789698660,Beef,APPO AG,56.32817896986604338146924211427090
IL000018822,2022-07-16,CD-00112,MB-0053,141,5.52117,1.643672496,4.66,EUR,2022-07-29T08:58:54,546.727148064,Beef,APPO AG,54.67271480640045017717982008695135
IL000018652,2022-01-06,CD-00026,MB-0053,267,5.52117,1.50690259,4.66,EUR,2022-07-29T08:58:54,1071.80939847,Beef,APPO AG,53.59046992350173408179743744867300
IL000014288,2022-02-04,CD-00112,MB-0030,176,4.26,1.23761946,2.92,EUR,2022-07-29T08:58:54,531.93897504,Beef,APPO AG,53.19389750399837083119215756603065
IL000017960,2022-02-15,CD-00092,MB-0051,182,3.39893,0.4986850615,2.62,EUR,2022-07-29T08:58:54,527.8445788070,Beef,APPO AG,52.78445788069927444365903927709320
IL000015137,2022-07-21,CD-00137,MB-0049,237,3.20602,1.052508654,2.51,EUR,2022-07-29T08:58:54,510.382189002,Beef,APPO AG,51.03821890019933564841983038761655
IL000009507,2022-02-28,CD-00046,MB-0048,183,3.63298,0.8708595922,2.6,EUR,2022-07-29T08:58:54,505.4680346274,Beef,APPO AG,50.54680346273805556570986128868640
IL000034738,2022-10-06,CD-00112,MB-0029,410,3.46437,1.006472237,2.82,EUR,2022-07-29T08:58:54,1007.738082830,Beef,APPO AG,50.38690414149896326212678386866410
IL000033455,2022-05-21,CD-00021,MB-0059,97,6.53375,1.36001313,4.61,EUR,2022-07-29T08:58:54,501.85247639,Beef,APPO AG,50.18524763899944964764800477496985
IL000039308,2022-08-04,CD-00092,MB-0029,337,3.46437,0.5082863038,2.82,EUR,2022-07-29T08:58:54,996.2002056194,Beef,APPO AG,49.81001028097011857474393015958240
IL000011920,2022-07-28,CD-00092,MB-0050,385,2.84877,0.4179665491,2.01,EUR,2022-07-29T08:58:54,935.8593285965,Beef,APPO AG,46.79296642982403403911580172924025
IL000014825,2022-02-06,CD-00001,MB-0030,138,4.26,0.95435928,2.92,EUR,2022-07-29T08:58:54,456.17841936,Beef,APPO AG,45.61784193600387737991786258897920
IL000040941,2022-09-15,CD-00092,MB-0050,373,2.84877,0.4179665491,2.01,EUR,2022-07-29T08:58:54,906.6896871857,Beef,APPO AG,45.33448435928364396718875066148110
IL000032207,2022-11-22,CD-00137,MB-0028,378,3.45,1.105502475,2.56,EUR,2022-07-29T08:58:54,886.220064450,Beef,APPO AG,44.31100322249930707878290314650540
IL000044245,2022-10-03,CD-00092,MB-0030,240,4.26,0.625019745,2.92,EUR,2022-07-29T08:58:54,872.395261200,Beef,APPO AG,43.61976305999802371837601827398785
IL000018403,2022-06-26,CD-00046,MB-0059,87,6.53375,1.528414003,4.61,EUR,2022-07-29T08:58:54,435.464231739,Beef,APPO AG,43.54642317389872950504805511083600
IL000031505,2022-02-02,CD-00112,MB-0029,176,3.46437,1.00647223677001,2.82,EUR,2022-07-29T08:58:54,432.59000632847824,Beef,APPO AG,43.25900063284894329136876971761945
IL000013683,2022-04-23,CD-00092,MB-0029,138,3.46437,0.5082863038,2.82,EUR,2022-07-29T08:58:54,407.9395500756,Beef,APPO AG,40.79395500756043103616773111221605
IL000029965,2022-07-04,CD-00046,MB-0053,96,5.52117,1.32347655504188,4.66,EUR,2022-07-29T08:58:54,402.97857071597952,Beef,APPO AG,40.29785707159734552010745234572080
IL000039724,2022-08-19,CD-00092,MB-0029,270,3.46437,0.5082863038,2.82,EUR,2022-07-29T08:58:54,798.1425979740,Beef,APPO AG,39.90712989869936810195305747098135
IL000016862,2022-06-07,CD-00026,MB-0050,189,2.84877,0.7588097723,2.01,EUR,2022-07-29T08:58:54,395.0024830353,Beef,APPO AG,39.50024830353229084627851067706440
IL000013482,2022-01-25,CD-00092,MB-0028,268,3.45,0.5061779625,2.56,EUR,2022-07-29T08:58:54,788.9443060500,Beef,APPO AG,39.44721530249803645625664684751290
IL000011476,2022-05-13,CD-00046,MB-0029,144,3.46437,0.8104062166,2.82,EUR,2022-07-29T08:58:54,382.1707848096,Beef,APPO AG,38.21707848095847227577905468877530
IL000039696,2022-10-02,CD-00137,MB-0030,262,4.26,1.36505523,2.92,EUR,2022-07-29T08:58:54,758.47552974,Beef,APPO AG,37.92377648699979972728277432856365
IL000037075,2022-11-26,CD-00112,MB-0028,296,3.45,1.00229745,2.56,EUR,2022-07-29T08:58:54,724.51995480,Beef,APPO AG,36.22599774000001441699595520867045
IL000017693,2022-06-20,CD-00021,MB-0053,81,5.52117,1.176485411,4.66,EUR,2022-07-29T08:58:54,351.919451709,Beef,APPO AG,35.19194517089860679288744981059245
IL000031563,2022-04-23,CD-00026,MB-0028,138,3.45,0.918955800000006,2.56,EUR,2022-07-29T08:58:54,349.284099599999172,Beef,APPO AG,34.92840996000136553706798582013355
IL000040589,2022-09-06,CD-00112,MB-0059,150,6.53375,1.898191584,4.61,EUR,2022-07-29T08:58:54,695.333762400,Beef,APPO AG,34.76668812000084682121550743483595
IL000011909,2022-07-25,CD-00001,MB-0053,81,5.52117,1.266599187,4.66,EUR,2022-07-29T08:58:54,344.620235853,Beef,APPO AG,34.46202358529843030376219741396785
IL000036318,2022-12-09,CD-00112,MB-0001,118,8.14,2.423307762,4.81,EUR,2022-07-29T08:58:54,674.569684084,Beef,APPO AG,33.72848420420023295285013060541815
IL000031487,2022-03-23,CD-00021,MB-0059,61,6.53375,1.36001313,4.61,EUR,2022-07-29T08:58:54,315.59794907,Beef,APPO AG,31.55979490700234213001051943397790
IL000033044,2022-02-04,CD-00092,MB-0029,106,3.46437,0.5082863037525,2.82,EUR,2022-07-29T08:58:54,313.3448718022350,Beef,APPO AG,31.33448718022090187531203208173575
IL000037893,2022-12-08,CD-00021,MB-0002,65,12.22,2.603913975,5.25,EUR,2022-07-29T08:58:54,625.045591625,Beef,APPO AG,31.25227958124841561315583888045910
IL000018744,2022-05-10,CD-00092,MB-0050,124,2.84877,0.4179665491,2.01,EUR,2022-07-29T08:58:54,301.4196279116,Beef,APPO AG,30.14196279116185824734402641029265
IL000013004,2022-04-10,CD-00112,MB-0001,52,8.14,2.423307762,4.81,EUR,2022-07-29T08:58:54,297.267996376,Beef,APPO AG,29.72679963759895844444119012920365
IL000038587,2022-12-04,CD-00137,MB-0049,266,3.20602,1.052508654,2.51,EUR,2022-07-29T08:58:54,572.834018036,Beef,APPO AG,28.64170090179860093896103095311885
IL000012845,2022-01-16,CD-00046,MB-0049,234,3.20602,0.7685132508,2.51,EUR,2022-07-29T08:58:54,570.3765793128,Beef,APPO AG,28.51882896564013260974476531787580
IL000016390,2022-01-17,CD-00001,MB-0050,249,2.84877,0.6382042456,2.01,EUR,2022-07-29T08:58:54,550.4308728456,Beef,APPO AG,27.52154364228102686021454431551065
IL000016093,2022-07-26,CD-00001,MB-0029,102,3.46437,0.7761158824,2.82,EUR,2022-07-29T08:58:54,274.2019199952,Beef,APPO AG,27.42019199951946606682235321918150
IL000036817,2022-12-10,CD-00137,MB-0051,236,3.39893,1.089137834,2.62,EUR,2022-07-29T08:58:54,545.110951176,Beef,APPO AG,27.25554755879810891005332739311105
IL000038338,2022-11-10,CD-00137,MB-0030,186,4.26,1.36505523,2.92,EUR,2022-07-29T08:58:54,538.45972722,Beef,APPO AG,26.92298636099869350664386131044140
IL000014411,2022-01-29,CD-00137,MB-0002,64,12.22,4.011720373,5.25,EUR,2022-07-29T08:58:54,525.329896128,Beef,APPO AG,26.26649480639850656081641281838635
IL000035709,2022-08-20,CD-00026,MB-0003,51,14.02,3.826503135,5.33,EUR,2022-07-29T08:58:54,519.868340115,Beef,APPO AG,25.99341700575211595443612057507230
IL000038228,2022-08-27,CD-00021,MB-0002,54,12.22,2.603913975,5.25,EUR,2022-07-29T08:58:54,519.268645350,Beef,APPO AG,25.96343226749911038426359812135650
IL000041001,2022-08-04,CD-00026,MB-0003,46,14.02,3.826503135,5.33,EUR,2022-07-29T08:58:54,468.900855790,Beef,APPO AG,23.44504278949801154625970722207375
IL000031289,2022-06-11,CD-00021,MB-0051,87,3.39893,0.70749407736,2.62,EUR,2022-07-29T08:58:54,234.15492526968,Beef,APPO AG,23.41549252696754144960077565211785
IL000036062,2022-10-15,CD-00001,MB-0001,72,8.14,1.867379085,4.81,EUR,2022-07-29T08:58:54,451.628705880,Beef,APPO AG,22.58143529399884193980440205970490
IL000042933,2022-12-08,CD-00137,MB-0030,156,4.26,1.36505523,2.92,EUR,2022-07-29T08:58:54,451.61138412,Beef,APPO AG,22.58056920599935151955160268526345
IL000043806,2022-10-16,CD-00026,MB-0001,76,8.14,2.221664445,4.81,EUR,2022-07-29T08:58:54,449.793502180,Beef,APPO AG,22.48967510899771503006313365690135
IL000030002,2022-01-14,CD-00112,MB-0030,148,4.26,1.23761946000001,2.92,EUR,2022-07-29T08:58:54,447.31231991999852,Beef,APPO AG,22.36561599600133520759708696264520
IL000031033,2022-02-21,CD-00021,MB-0059,43,6.53375,1.36001313,4.61,EUR,2022-07-29T08:58:54,222.47068541,Beef,APPO AG,22.24706854100147738229856190153350
IL000013427,2022-06-24,CD-00021,MB-0051,82,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,220.6977456532,Beef,APPO AG,22.06977456532197607896314405190135
IL000015312,2022-02-27,CD-00001,MB-0048,78,3.63298,0.8334337676,2.6,EUR,2022-07-29T08:58:54,218.3646061272,Beef,APPO AG,21.83646061271733072210259375048840
IL000017275,2022-01-05,CD-00021,MB-0003,38,14.02,2.987469225,5.33,EUR,2022-07-29T08:58:54,419.236169450,Beef,APPO AG,20.96180847250202855538734438936970
IL000009328,2022-07-15,CD-00046,MB-0050,96,2.84877,0.666401371,2.01,EUR,2022-07-29T08:58:54,209.507388384,Beef,APPO AG,20.95073883840273853660177622625885
IL000014268,2022-04-24,CD-00046,MB-0029,78,3.46437,0.8104062166,2.82,EUR,2022-07-29T08:58:54,207.0091751052,Beef,APPO AG,20.70091751052038021429019660300315
IL000039550,2022-11-03,CD-00001,MB-0059,80,6.53375,1.463742945,4.61,EUR,2022-07-29T08:58:54,405.600564400,Beef,APPO AG,20.28002821999807155760708712020515
IL000036060,2022-11-09,CD-00046,MB-0053,96,5.52117,1.323476555,4.66,EUR,2022-07-29T08:58:54,402.978570720,Beef,APPO AG,20.14892853600173754545656617433680
IL000011345,2022-04-16,CD-00021,MB-0051,73,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,196.4748223498,Beef,APPO AG,19.64748223498168297074645820377925
IL000037895,2022-10-04,CD-00137,MB-0050,200,2.84877,0.9128470393,2.01,EUR,2022-07-29T08:58:54,387.1845921400,Beef,APPO AG,19.35922960699991801620168719392160
IL000029734,2022-04-07,CD-00021,MB-0049,76,3.20602,0.6831587792,2.51,EUR,2022-07-29T08:58:54,191.7374527808,Beef,APPO AG,19.17374527808221356465081899679195
IL000042583,2022-08-04,CD-00092,MB-0051,132,3.39893,0.4986850615,2.62,EUR,2022-07-29T08:58:54,382.8323318820,Beef,APPO AG,19.14161659410079300349505361326735
IL000042983,2022-10-24,CD-00092,MB-0051,131,3.39893,0.4986850615,2.62,EUR,2022-07-29T08:58:54,379.9320869435,Beef,APPO AG,18.99660434717351102198283402488430
IL000037713,2022-09-30,CD-00021,MB-0003,33,14.02,2.987469225,5.33,EUR,2022-07-29T08:58:54,364.073515575,Beef,APPO AG,18.20367577875176164020479907497895
IL000036403,2022-09-10,CD-00026,MB-0053,90,5.52117,1.50690259,4.66,EUR,2022-07-29T08:58:54,361.28406690,Beef,APPO AG,18.06420334500099998063162428372320
IL000042690,2022-09-13,CD-00026,MB-0059,75,6.53375,1.740355785,4.61,EUR,2022-07-29T08:58:54,359.504566125,Beef,APPO AG,17.97522830625186427031481627954975
IL000011421,2022-01-17,CD-00001,MB-0030,108,4.26,0.95435928,2.92,EUR,2022-07-29T08:58:54,357.00919776,Beef,APPO AG,17.85045988799769846700114743357060
IL000034344,2022-01-28,CD-00046,MB-0028,135,3.45,0.807044700000005,2.56,EUR,2022-07-29T08:58:54,356.798965499999325,Beef,APPO AG,17.83994827500123122875735621880340
IL000038928,2022-09-29,CD-00092,MB-0030,95,4.26,0.625019745,2.92,EUR,2022-07-29T08:58:54,345.323124225,Beef,APPO AG,17.26615621124854368342998623205190
IL000037822,2022-10-08,CD-00001,MB-0053,81,5.52117,1.266599187,4.66,EUR,2022-07-29T08:58:54,344.620235853,Beef,APPO AG,17.23101179264882103404916894814005
